frame_count,fps,width,height,duration_sec,filename,label
325,25.0,704,576,13.0,videyyyyyyyyyss_22.mp4,shop lifters
375,25.0,704,576,15.0,videppppsss_36.mp4,shop lifters
273,24.75,704,576,11.030303030303031,shop_lifter_77.mp4,shop lifters
350,25.0,704,576,14.0,videppppsss_21.mp4,shop lifters
400,25.0,704,576,16.0,videppppsss_29.mp4,shop lifters
297,24.75,704,576,12.0,shop_lifter_51.mp4,shop lifters
275,25.0,704,576,11.0,videyyyyyyyyyss_25.mp4,shop lifters
375,25.0,704,576,15.0,shop_lifter_94.mp4,shop lifters
350,25.0,704,576,14.0,videyyyyyynnnnnnzzzzzyyyss_3.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyyyyyss_45.mp4,shop lifters
372,24.75,704,576,15.030303030303031,shop_lifter_11.mp4,shop lifters
275,25.0,704,576,11.0,videyyyyyyyyyss_17.mp4,shop lifters
100,25.0,704,576,4.0,videyyyyyyyyyss_42.mp4,shop lifters
500,25.0,704,576,20.0,shop_lifter_89.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyyyyyss_26.mp4,shop lifters
347,24.75,704,576,14.02020202020202,shop_lifter_67.mp4,shop lifters
350,25.0,704,576,14.0,shop_lifter_125.mp4,shop lifters
495,24.75,704,576,20.0,shop_lifter_32.mp4,shop lifters
275,25.0,704,576,11.0,videppppsss_2.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyyyyyss_38.mp4,shop lifters
273,24.75,704,576,11.030303030303031,shop_lifter_64.mp4,shop lifters
273,24.75,704,576,11.030303030303031,shop_lifter_78.mp4,shop lifters
375,25.0,704,576,15.0,videppppsss_16.mp4,shop lifters
446,24.75,704,576,18.02020202020202,shop_lifter_5.mp4,shop lifters
372,24.75,704,576,15.030303030303031,shop_lifter_53.mp4,shop lifters
400,25.0,704,576,16.0,videppppsss_26.mp4,shop lifters
175,25.0,704,576,7.0,videppppsss_53.mp4,shop lifters
248,24.75,704,576,10.02020202020202,shop_lifter_81.mp4,shop lifters
225,25.0,704,576,9.0,videyyyyyyyyyss_54.mp4,shop lifters
375,25.0,704,576,15.0,shop_lifter_109.mp4,shop lifters
396,24.75,704,576,16.0,shop_lifter_17.mp4,shop lifters
273,24.75,704,576,11.030303030303031,videmmmmmmsss_89.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyyyyyss_13.mp4,shop lifters
174,24.75,704,576,7.03030303030303,shop_lifter_62.mp4,shop lifters
396,24.75,704,576,16.0,shop_lifter_40.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyyyyyss_57.mp4,shop lifters
350,25.0,704,576,14.0,shop_lifter_88.mp4,shop lifters
225,25.0,704,576,9.0,videyyyyyyyyyss_36.mp4,shop lifters
495,24.75,704,576,20.0,shop_lifter_16.mp4,shop lifters
200,25.0,704,576,8.0,videppppsss_50.mp4,shop lifters
248,24.75,704,576,10.02020202020202,videmmmmmmsss_88.mp4,shop lifters
421,24.75,704,576,17.01010101010101,shop_lifter_14.mp4,shop lifters
372,24.75,704,576,15.030303030303031,shop_lifter_25.mp4,shop lifters
300,25.0,704,576,12.0,videppppsss_6.mp4,shop lifters
174,24.75,704,576,7.03030303030303,shop_lifter_60.mp4,shop lifters
325,25.0,704,576,13.0,videyyyyyynnnnnnzzzzzyyyss_2.mp4,shop lifters
273,24.75,704,576,11.030303030303031,videmmmmmmsss_99.mp4,shop lifters
248,24.75,704,576,10.02020202020202,videmmmmmmsss_85.mp4,shop lifters
275,25.0,704,576,11.0,videppppsss_45.mp4,shop lifters
396,24.75,704,576,16.0,shop_lifter_45.mp4,shop lifters
375,25.0,704,576,15.0,shop_lifter_101.mp4,shop lifters
325,25.0,704,576,13.0,videyyyyyynnnnnnzzzzzyyyss_19.mp4,shop lifters
275,25.0,704,576,11.0,videyyyyyyzzzzzyyyss_4.mp4,shop lifters
300,25.0,704,576,12.0,videppppsss_25.mp4,shop lifters
248,24.75,704,576,10.02020202020202,videmmmmmmsss_87.mp4,shop lifters
372,24.75,704,576,15.030303030303031,shop_lifter_28.mp4,shop lifters
248,24.75,704,576,10.02020202020202,videmmmmmmsss_95.mp4,shop lifters
396,24.75,704,576,16.0,shop_lifter_36.mp4,shop lifters
223,24.75,704,576,9.01010101010101,shop_lifter_52.mp4,shop lifters
248,24.75,704,576,10.02020202020202,videmmmmmmsss_101.mp4,shop lifters
175,25.0,704,576,7.0,videppppsss_54.mp4,shop lifters
375,25.0,704,576,15.0,shop_lifter_93.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyynnnnnnzzzzzyyyss_16.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyzzzzzyyyss_16.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyyyyyss_6.mp4,shop lifters
225,25.0,704,576,9.0,videyyyyyyyyyss_27.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyyyyss_52.mp4,shop lifters
248,24.75,704,576,10.02020202020202,videmmmmmmsss_92.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyyyyyss_7.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyyyyyss_59.mp4,shop lifters
372,24.75,704,576,15.030303030303031,shop_lifter_33.mp4,shop lifters
396,24.75,704,576,16.0,shop_lifter_31.mp4,shop lifters
325,25.0,704,576,13.0,shop_lifter_119.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyyzzzzzyyyss_20.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyynnnnnnzzzzzyyyss_6.mp4,shop lifters
475,25.0,704,576,19.0,shop_lifter_120.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyynnnnnnzzzzzyyyss_20.mp4,shop lifters
225,25.0,704,576,9.0,videyyyyyynnnnnnzzzzzyyyss_26.mp4,shop lifters
372,24.75,704,576,15.030303030303031,shop_lifter_35.mp4,shop lifters
375,25.0,704,576,15.0,videppppsss_8.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyynnnnnnzzzzzyyyss_27.mp4,shop lifters
500,25.0,704,576,20.0,videppppsss_18.mp4,shop lifters
350,25.0,704,576,14.0,videppppsss_11.mp4,shop lifters
350,25.0,704,576,14.0,shop_lifter_114.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyynnnnnnzzzzzyyyss_25.mp4,shop lifters
275,25.0,704,576,11.0,videyyyyyyzzzzzyyyss_24.mp4,shop lifters
475,25.0,704,576,19.0,shop_lifter_117.mp4,shop lifters
325,25.0,704,576,13.0,shop_lifter_86.mp4,shop lifters
372,24.75,704,576,15.030303030303031,shop_lifter_19.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyyyyyss_32.mp4,shop lifters
347,24.75,704,576,14.02020202020202,shop_lifter_49.mp4,shop lifters
223,24.75,704,576,9.01010101010101,shop_lifter_70.mp4,shop lifters
400,25.0,704,576,16.0,shop_lifter_107.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyyyyyss_9.mp4,shop lifters
322,24.75,704,576,13.01010101010101,shop_lifter_13.mp4,shop lifters
396,24.75,704,576,16.0,shop_lifter_18.mp4,shop lifters
375,25.0,704,576,15.0,shop_lifter_127.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyyyyss_48.mp4,shop lifters
400,25.0,704,576,16.0,shop_lifter_123.mp4,shop lifters
198,24.75,704,576,8.0,shop_lifter_61.mp4,shop lifters
446,24.75,704,576,18.02020202020202,shop_lifter_50.mp4,shop lifters
250,25.0,704,576,10.0,videppppsss_5.mp4,shop lifters
325,25.0,704,576,13.0,videyyyyyyyyyss_10.mp4,shop lifters
375,25.0,704,576,15.0,shop_lifter_92.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyyyyss_49.mp4,shop lifters
175,25.0,704,576,7.0,videyyyyyyyyyss_30.mp4,shop lifters
375,25.0,704,576,15.0,shop_lifter_112.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyyyyyss_61.mp4,shop lifters
275,25.0,704,576,11.0,videppppsss_42.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyyzzzzzyyyss_21.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyyyyyss_47.mp4,shop lifters
225,25.0,704,576,9.0,videyyyyyyyyyss_19.mp4,shop lifters
223,24.75,704,576,9.01010101010101,shop_lifter_34.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyyyyss_16.mp4,shop lifters
150,25.0,704,576,6.0,videppppsss_55.mp4,shop lifters
372,24.75,704,576,15.030303030303031,shop_lifter_12.mp4,shop lifters
400,25.0,704,576,16.0,shop_lifter_115.mp4,shop lifters
325,25.0,704,576,13.0,videyyyyyyyyyss_15.mp4,shop lifters
175,25.0,704,576,7.0,videyyyyyyyyyss_29.mp4,shop lifters
396,24.75,704,576,16.0,shop_lifter_41.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyyyyyss_43.mp4,shop lifters
375,25.0,704,576,15.0,shop_lifter_116.mp4,shop lifters
275,25.0,704,576,11.0,videyyyyyyzzzzzyyyss_7.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyyyyyss_41.mp4,shop lifters
375,25.0,704,576,15.0,shop_lifter_124.mp4,shop lifters
450,25.0,704,576,18.0,shop_lifter_105.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyyzzzzzyyyss_5.mp4,shop lifters
248,24.75,704,576,10.02020202020202,videmmmmmmsss_93.mp4,shop lifters
325,25.0,704,576,13.0,videyyyyyyyyyss_3.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyzzzzzyyyss_9.mp4,shop lifters
325,25.0,704,576,13.0,videyyyyyyzzzzzyyyss_11.mp4,shop lifters
421,24.75,704,576,17.01010101010101,shop_lifter_15.mp4,shop lifters
495,24.75,704,576,20.0,shop_lifter_38.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyyyyss_60.mp4,shop lifters
273,24.75,704,576,11.030303030303031,shop_lifter_66.mp4,shop lifters
350,25.0,704,576,14.0,videppppsss_20.mp4,shop lifters
275,25.0,704,576,11.0,videppppsss_17.mp4,shop lifters
425,25.0,704,576,17.0,shop_lifter_103.mp4,shop lifters
350,25.0,704,576,14.0,shop_lifter_104.mp4,shop lifters
396,24.75,704,576,16.0,shop_lifter_29.mp4,shop lifters
275,25.0,704,576,11.0,videppppsss_49.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyyyyss_21.mp4,shop lifters
225,25.0,704,576,9.0,videyyyyyynnnnnnzzzzzyyyss_17.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyyzzzzzyyyss_10.mp4,shop lifters
421,24.75,704,576,17.01010101010101,shop_lifter_43.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyynnnnnnzzzzzyyyss_7.mp4,shop lifters
425,25.0,704,576,17.0,videppppsss_38.mp4,shop lifters
225,25.0,704,576,9.0,videyyyyyynnnnnnzzzzzyyyss_14.mp4,shop lifters
425,25.0,704,576,17.0,shop_lifter_85.mp4,shop lifters
350,25.0,704,576,14.0,videppppsss_22.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyyzzzzzyyyss_17.mp4,shop lifters
223,24.75,704,576,9.01010101010101,videmmmmmmsss_97.mp4,shop lifters
275,25.0,704,576,11.0,videyyyyyyyyyss_0.mp4,shop lifters
475,25.0,704,576,19.0,shop_lifter_102.mp4,shop lifters
325,25.0,704,576,13.0,videppppsss_15.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyynnnnnnzzzzzyyyss_21.mp4,shop lifters
347,24.75,704,576,14.02020202020202,videmmmmmmsss_96.mp4,shop lifters
300,25.0,704,576,12.0,videppppsss_44.mp4,shop lifters
322,24.75,704,576,13.01010101010101,shop_lifter_46.mp4,shop lifters
198,24.75,704,576,8.0,shop_lifter_69.mp4,shop lifters
275,25.0,704,576,11.0,videyyyyyyzzzzzyyyss_18.mp4,shop lifters
350,25.0,704,576,14.0,videppppsss_30.mp4,shop lifters
396,24.75,704,576,16.0,shop_lifter_21.mp4,shop lifters
297,24.75,704,576,12.0,shop_lifter_54.mp4,shop lifters
300,25.0,704,576,12.0,videppppsss_27.mp4,shop lifters
525,25.0,704,576,21.0,shop_lifter_110.mp4,shop lifters
248,24.75,704,576,10.02020202020202,shop_lifter_72.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyynnnnnnzzzzzyyyss_10.mp4,shop lifters
495,24.75,704,576,20.0,shop_lifter_37.mp4,shop lifters
300,25.0,704,576,12.0,videppppsss_9.mp4,shop lifters
275,25.0,704,576,11.0,videyyyyyynnnnnnzzzzzyyyss_12.mp4,shop lifters
248,24.75,704,576,10.02020202020202,videmmmmmmsss_100.mp4,shop lifters
375,25.0,704,576,15.0,shop_lifter_108.mp4,shop lifters
347,24.75,704,576,14.02020202020202,shop_lifter_10.mp4,shop lifters
297,24.75,704,576,12.0,shop_lifter_9.mp4,shop lifters
175,25.0,704,576,7.0,videyyyyyyyyyss_37.mp4,shop lifters
198,24.75,704,576,8.0,shop_lifter_68.mp4,shop lifters
396,24.75,704,576,16.0,shop_lifter_22.mp4,shop lifters
322,24.75,704,576,13.01010101010101,shop_lifter_0.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyynnnnnnzzzzzyyyss_8.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyzzzzzyyyss_23.mp4,shop lifters
372,24.75,704,576,15.030303030303031,shop_lifter_30.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyynnnnnnzzzzzyyyss_15.mp4,shop lifters
248,24.75,704,576,10.02020202020202,shop_lifter_76.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyyyyss_24.mp4,shop lifters
325,25.0,704,576,13.0,shop_lifter_113.mp4,shop lifters
248,24.75,704,576,10.02020202020202,shop_lifter_84.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyynnnnnnzzzzzyyyss_9.mp4,shop lifters
396,24.75,704,576,16.0,shop_lifter_26.mp4,shop lifters
350,25.0,704,576,14.0,videyyyyyynnnnnnzzzzzyyyss_4.mp4,shop lifters
475,25.0,704,576,19.0,shop_lifter_111.mp4,shop lifters
275,25.0,704,576,11.0,videppppsss_43.mp4,shop lifters
150,25.0,704,576,6.0,videyyyyyynnnnnnzzzzzyyyss_28.mp4,shop lifters
223,24.75,704,576,9.01010101010101,shop_lifter_80.mp4,shop lifters
275,25.0,704,576,11.0,videppppsss_7.mp4,shop lifters
400,25.0,704,576,16.0,shop_lifter_98.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyzzzzzyyyss_19.mp4,shop lifters
198,24.75,704,576,8.0,shop_lifter_57.mp4,shop lifters
425,25.0,704,576,17.0,shop_lifter_97.mp4,shop lifters
300,25.0,704,576,12.0,videppppsss_19.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyyyyyss_55.mp4,shop lifters
223,24.75,704,576,9.01010101010101,shop_lifter_63.mp4,shop lifters
350,25.0,704,576,14.0,shop_lifter_100.mp4,shop lifters
273,24.75,704,576,11.030303030303031,shop_lifter_58.mp4,shop lifters
425,25.0,704,576,17.0,videppppsss_24.mp4,shop lifters
396,24.75,704,576,16.0,shop_lifter_24.mp4,shop lifters
275,25.0,704,576,11.0,videppppsss_14.mp4,shop lifters
325,25.0,704,576,13.0,videyyyyyyyyyss_2.mp4,shop lifters
325,25.0,704,576,13.0,videyyyyyyyyyss_14.mp4,shop lifters
225,25.0,704,576,9.0,videppppsss_51.mp4,shop lifters
275,25.0,704,576,11.0,videyyyyyyyyyss_64.mp4,shop lifters
275,25.0,704,576,11.0,videyyyyyyyyyss_23.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyyzzzzzyyyss_13.mp4,shop lifters
446,24.75,704,576,18.02020202020202,shop_lifter_20.mp4,shop lifters
198,24.75,704,576,8.0,shop_lifter_55.mp4,shop lifters
325,25.0,704,576,13.0,shop_lifter_96.mp4,shop lifters
350,25.0,704,576,14.0,videppppsss_28.mp4,shop lifters
248,24.75,704,576,10.02020202020202,shop_lifter_71.mp4,shop lifters
175,25.0,704,576,7.0,videyyyyyyyyyss_33.mp4,shop lifters
400,25.0,704,576,16.0,shop_lifter_122.mp4,shop lifters
248,24.75,704,576,10.02020202020202,videmmmmmmsss_102.mp4,shop lifters
325,25.0,704,576,13.0,videyyyyyyyyyss_65.mp4,shop lifters
273,24.75,704,576,11.030303030303031,videmmmmmmsss_94.mp4,shop lifters
198,24.75,704,576,8.0,videmmmmmmsss_86.mp4,shop lifters
375,25.0,704,576,15.0,videppppsss_33.mp4,shop lifters
198,24.75,704,576,8.0,shop_lifter_3.mp4,shop lifters
350,25.0,704,576,14.0,videppppsss_13.mp4,shop lifters
250,25.0,704,576,10.0,videppppsss_48.mp4,shop lifters
275,25.0,704,576,11.0,videppppsss_4.mp4,shop lifters
248,24.75,704,576,10.02020202020202,videmmmmmmsss_98.mp4,shop lifters
325,25.0,704,576,13.0,videyyyyyynnnnnnzzzzzyyyss_11.mp4,shop lifters
297,24.75,704,576,12.0,shop_lifter_7.mp4,shop lifters
425,25.0,704,576,17.0,videppppsss_31.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyzzzzzyyyss_22.mp4,shop lifters
273,24.75,704,576,11.030303030303031,shop_lifter_79.mp4,shop lifters
400,25.0,704,576,16.0,shop_lifter_121.mp4,shop lifters
225,25.0,704,576,9.0,videyyyyyyyyyss_40.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyzzzzzyyyss_14.mp4,shop lifters
471,24.75,704,576,19.03030303030303,shop_lifter_27.mp4,shop lifters
174,24.75,704,576,7.03030303030303,shop_lifter_4.mp4,shop lifters
273,24.75,704,576,11.030303030303031,shop_lifter_6.mp4,shop lifters
300,25.0,704,576,12.0,videppppsss_41.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyynnnnnnzzzzzyyyss_24.mp4,shop lifters
375,25.0,704,576,15.0,shop_lifter_106.mp4,shop lifters
174,24.75,704,576,7.03030303030303,shop_lifter_74.mp4,shop lifters
175,25.0,704,576,7.0,videyyyyyynnnnnnzzzzzyyyss_22.mp4,shop lifters
200,25.0,704,576,8.0,videyyyyyyyyyss_28.mp4,shop lifters
325,25.0,704,576,13.0,shop_lifter_128.mp4,shop lifters
297,24.75,704,576,12.0,videmmmmmmsss_90.mp4,shop lifters
174,24.75,704,576,7.03030303030303,shop_lifter_2.mp4,shop lifters
375,25.0,704,576,15.0,videyyyyyynnnnnnzzzzzyyyss_0.mp4,shop lifters
273,24.75,704,576,11.030303030303031,shop_lifter_82.mp4,shop lifters
500,25.0,704,576,20.0,shop_lifter_118.mp4,shop lifters
175,25.0,704,576,7.0,videppppsss_52.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyzzzzzyyyss_2.mp4,shop lifters
223,24.75,704,576,9.01010101010101,shop_lifter_73.mp4,shop lifters
250,25.0,704,576,10.0,videyyyyyyzzzzzyyyss_15.mp4,shop lifters
175,25.0,704,576,7.0,videyyyyyyyyyss_44.mp4,shop lifters
275,25.0,704,576,11.0,videyyyyyyyyyss_63.mp4,shop lifters
300,25.0,704,576,12.0,videyyyyyyyyyss_56.mp4,shop lifters
525,25.0,704,576,21.0,shop_lifter_91.mp4,shop lifters
325,25.0,704,576,13.0,videppppsss_32.mp4,shop lifters
375,25.0,704,576,15.0,videppppsss_23.mp4,shop lifters
248,24.75,704,576,10.02020202020202,shop_lifter_65.mp4,shop lifters
275,25.0,704,576,11.0,videyyyyyyyyyss_11.mp4,shop lifters
350,25.0,704,576,14.0,shop_lifter_n_216.mp4,non shop lifters
275,25.0,704,576,11.0,shop_lifter_n_98.mp4,non shop lifters
425,25.0,704,576,17.0,shop_lifter_n_137.mp4,non shop lifters
425,25.0,704,576,17.0,shop_lifter_n_202.mp4,non shop lifters
375,25.0,704,576,15.0,shop_lifter_n_159.mp4,non shop lifters
250,25.0,704,576,10.0,shop_lifter_n_217.mp4,non shop lifters
175,25.0,704,576,7.0,shop_lifter_n_107.mp4,non shop lifters
596,24.83,704,576,24.00322190898107,videppppsss_37.mp4,non shop lifters
200,25.0,704,576,8.0,shop_lifter_n_190.mp4,non shop lifters
274,24.83,704,576,11.03503826016915,videppppsss_39.mp4,non shop lifters
350,25.0,704,576,14.0,shop_lifter_n_212.mp4,non shop lifters
425,25.0,704,576,17.0,shop_lifter_n_173.mp4,non shop lifters
398,24.83,704,576,16.02899718082964,videppppsss_77.mp4,non shop lifters
900,25.0,704,576,36.0,shop_lifter_n_44.mp4,non shop lifters
472,24.83,704,576,19.009262988320582,videppppsss_0.mp4,non shop lifters
225,25.0,704,576,9.0,shop_lifter_n_154.mp4,non shop lifters
199,24.83,704,576,8.01449859041482,videppppsss_34.mp4,non shop lifters
175,25.0,704,576,7.0,videossssstttsss_48.mp4,non shop lifters
300,25.0,704,576,12.0,shop_lifter_n_130.mp4,non shop lifters
200,25.0,704,576,8.0,shop_lifter_n_123.mp4,non shop lifters
250,25.0,704,576,10.0,shop_lifter_n_93.mp4,non shop lifters
348,24.83,704,576,14.01530406766009,videppppsss_47.mp4,non shop lifters
325,25.0,704,576,13.0,shop_lifter_n_36.mp4,non shop lifters
250,25.0,704,576,10.0,shop_lifter_n_170.mp4,non shop lifters
373,24.83,704,576,15.022150624244865,videppppsss_35.mp4,non shop lifters
400,25.0,704,576,16.0,shop_lifter_n_49.mp4,non shop lifters
475,25.0,704,576,19.0,shop_lifter_n_169.mp4,non shop lifters
398,24.83,704,576,16.02899718082964,videppppsss_46.mp4,non shop lifters
348,24.83,704,576,14.01530406766009,videppppsss_56.mp4,non shop lifters
475,25.0,704,576,19.0,shop_lifter_n_80.mp4,non shop lifters
249,24.83,704,576,10.028191703584374,videppppsss_3.mp4,non shop lifters
250,25.0,704,576,10.0,shop_lifter_n_120.mp4,non shop lifters
350,25.0,704,576,14.0,shop_lifter_n_172.mp4,non shop lifters
300,25.0,704,576,12.0,shop_lifter_n_101.mp4,non shop lifters
425,25.0,704,576,17.0,shop_lifter_n_11.mp4,non shop lifters
249,24.83,704,576,10.028191703584374,videppppsss_67.mp4,non shop lifters
400,25.0,704,576,16.0,shop_lifter_n_211.mp4,non shop lifters
200,25.0,704,576,8.0,shop_lifter_n_27.mp4,non shop lifters
450,25.0,704,576,18.0,shop_lifter_n_72.mp4,non shop lifters
275,25.0,704,576,11.0,shop_lifter_n_29.mp4,non shop lifters
398,24.83,704,576,16.02899718082964,videppppsss_12.mp4,non shop lifters
373,24.83,704,576,15.022150624244865,videppppsss_10.mp4,non shop lifters
200,25.0,704,576,8.0,shop_lifter_n_124.mp4,non shop lifters
373,24.83,704,576,15.022150624244865,videppppsss_40.mp4,non shop lifters
500,25.0,704,576,20.0,shop_lifter_n_42.mp4,non shop lifters
400,25.0,704,576,16.0,shop_lifter_n_14.mp4,non shop lifters
200,25.0,704,576,8.0,shop_lifter_n_122.mp4,non shop lifters
350,25.0,704,576,14.0,shop_lifter_n_201.mp4,non shop lifters
350,25.0,704,576,14.0,shop_lifter_n_65.mp4,non shop lifters
1850,25.0,704,576,74.0,shop_lifter_n_13.mp4,non shop lifters
300,25.0,704,576,12.0,shop_lifter_n_4.mp4,non shop lifters
298,24.83,704,576,12.001610954490536,videppppsss_78.mp4,non shop lifters
525,25.0,704,576,21.0,shop_lifter_n_178.mp4,non shop lifters
250,25.0,704,576,10.0,shop_lifter_n_194.mp4,non shop lifters
325,25.0,704,576,13.0,shop_lifter_n_195.mp4,non shop lifters
224,24.83,704,576,9.021345146999598,videppppsss_63.mp4,non shop lifters
275,25.0,704,576,11.0,shop_lifter_n_106.mp4,non shop lifters
298,24.83,704,576,12.001610954490536,videppppsss_36.mp4,non shop lifters
250,25.0,704,576,10.0,shop_lifter_n_118.mp4,non shop lifters
